INDEX();cod_pais;cod_sucursal;desc_sucursal;cod_zona_cliente;cod_ruta_cliente;desc_marca (grupo);fecha_liquidacion;Clientes_Vta;total_clientes;% Cob ;Caja_Fisica;Caja_Unitaria;Venta_Neta;ticket;pedidos_concretados;frecuencia_compra
5,236;GT;02;RUTA EL ATLANTICO;31;1417;CIFRUT;12/1/2025;206;236;87%;1,588;607;7,626;26;296; 1.44 
5,237;GT;02;RUTA EL ATLANTICO;31;1417;CIFRUT;1/1/2026;205;240;85%;1,684;582;7,424;24;309; 1.51 
5,238;GT;02;RUTA EL ATLANTICO;31;1417;CIFRUT;2/1/2026;215;241;89%;1,873;616;7,982;25;320; 1.49 
5,239;GT;02;RUTA EL ATLANTICO;31;1417;CIFRUT;3/1/2026;216;255;85%;2,114;721;9,353;28;332; 1.54 
5,240;GT;02;RUTA EL ATLANTICO;31;1417;CIFRUT;4/1/2026;220;263;84%;1,649;523;6,727;29;232; 1.05 
5,244;GT;02;RUTA EL ATLANTICO;31;1417;COOL TEA;2/1/2025;1;200;1%;1;0;3;3;1; 1.00 
5,245;GT;02;RUTA EL ATLANTICO;31;1417;COOL TEA;4/1/2025;7;205;3%;10;1;29;6;5; 0.71 
5,246;GT;02;RUTA EL ATLANTICO;31;1417;COOL TEA;5/1/2025;18;206;9%;18;2;38;19;2; 0.11 
5,247;GT;02;RUTA EL ATLANTICO;31;1417;COOL TEA;6/1/2025;1;206;0%;4;0;12;;; -   
5,248;GT;02;RUTA EL ATLANTICO;31;1417;COOL TEA;7/1/2025;2;210;1%;5;1;15;15;1; 0.50 
5,249;GT;02;RUTA EL ATLANTICO;31;1417;COOL TEA;8/1/2025;1;215;0%;3;0;9;;; -   
5,250;GT;02;RUTA EL ATLANTICO;31;1417;COOL TEA;12/1/2025;3;236;1%;3;0;9;9;1; 0.33 
5,251;GT;02;RUTA EL ATLANTICO;31;1417;COOL TEA;1/1/2026;1;240;0%;1;0;3;;; -   
5,252;GT;02;RUTA EL ATLANTICO;31;1417;COOL TEA;2/1/2026;8;241;3%;12;1;35;35;1; 0.13 
5,253;GT;02;RUTA EL ATLANTICO;31;1417;COOL TEA;3/1/2026;2;255;1%;2;0;6;6;1; 0.50 
5,254;GT;02;RUTA EL ATLANTICO;31;1417;COOL TEA;4/1/2026;1;263;0%;1;0;3;;; -   
5,267;GT;02;RUTA EL ATLANTICO;31;1417;D GUSSTO;1/1/2025;51;200;26%;81;3;165;5;34; 0.67 
5,268;GT;02;RUTA EL ATLANTICO;31;1417;D GUSSTO;2/1/2025;20;200;10%;44;2;107;8;14; 0.70 
5,269;GT;02;RUTA EL ATLANTICO;31;1417;D GUSSTO;3/1/2025;57;204;28%;144;3;187;7;25; 0.44 
5,270;GT;02;RUTA EL ATLANTICO;31;1417;D GUSSTO;4/1/2025;80;205;39%;197;3;259;5;50; 0.63 
5,271;GT;02;RUTA EL ATLANTICO;31;1417;D GUSSTO;5/1/2025;52;206;25%;151;3;238;10;24; 0.46 
5,272;GT;02;RUTA EL ATLANTICO;31;1417;D GUSSTO;6/1/2025;33;206;16%;111;3;190;11;18; 0.55 
5,273;GT;02;RUTA EL ATLANTICO;31;1417;D GUSSTO;7/1/2025;33;210;16%;120;2;189;8;23; 0.70 
5,274;GT;02;RUTA EL ATLANTICO;31;1417;D GUSSTO;8/1/2025;47;215;22%;129;3;202;8;24; 0.51 
5,275;GT;02;RUTA EL ATLANTICO;31;1417;D GUSSTO;9/1/2025;42;225;19%;110;2;175;11;16; 0.38 
5,276;GT;02;RUTA EL ATLANTICO;31;1417;D GUSSTO;10/1/2025;27;225;12%;73;2;131;13;10; 0.37 
5,277;GT;02;RUTA EL ATLANTICO;31;1417;D GUSSTO;11/1/2025;46;234;20%;133;3;215;9;23; 0.50 
5,278;GT;02;RUTA EL ATLANTICO;31;1417;D GUSSTO;12/1/2025;74;236;31%;195;4;259;7;37; 0.50 
5,279;GT;02;RUTA EL ATLANTICO;31;1417;D GUSSTO;1/1/2026;61;240;25%;281;5;409;9;46; 0.75 
5,280;GT;02;RUTA EL ATLANTICO;31;1417;D GUSSTO;2/1/2026;54;241;22%;285;5;424;10;44; 0.81 
5,281;GT;02;RUTA EL ATLANTICO;31;1417;D GUSSTO;3/1/2026;60;255;24%;267;5;418;9;48; 0.80 
5,282;GT;02;RUTA EL ATLANTICO;31;1417;D GUSSTO;4/1/2026;43;263;16%;119;3;210;12;17; 0.40 
5,283;GT;02;RUTA EL ATLANTICO;31;1417;DEST;5/1/2025;26;206;13%;16;3;163;23;7; 0.27 
5,284;GT;02;RUTA EL ATLANTICO;31;1417;DEST;6/1/2025;27;206;13%;25;5;227;32;7; 0.26 
5,285;GT;02;RUTA EL ATLANTICO;31;1417;DEST;7/1/2025;24;210;11%;19;4;160;11;14; 0.58 
5,286;GT;02;RUTA EL ATLANTICO;31;1417;DEST;8/1/2025;9;215;4%;7;1;63;31;2; 0.22 
5,287;GT;02;RUTA EL ATLANTICO;31;1417;DEST;9/1/2025;42;225;19%;68;5;243;12;21; 0.50 
5,288;GT;02;RUTA EL ATLANTICO;31;1417;DEST;10/1/2025;23;225;10%;31;3;153;14;11; 0.48 
5,289;GT;02;RUTA EL ATLANTICO;31;1417;DEST;11/1/2025;42;234;18%;42;5;223;12;19; 0.45 
5,290;GT;02;RUTA EL ATLANTICO;31;1417;DEST;12/1/2025;43;236;18%;40;5;256;10;25; 0.58 
5,291;GT;02;RUTA EL ATLANTICO;31;1417;DEST;1/1/2026;43;240;18%;77;5;257;10;26; 0.60 
5,292;GT;02;RUTA EL ATLANTICO;31;1417;DEST;2/1/2026;33;241;14%;63;5;266;22;12; 0.36 
5,293;GT;02;RUTA EL ATLANTICO;31;1417;DEST;3/1/2026;35;255;14%;40;4;199;33;6; 0.17 
5,294;GT;02;RUTA EL ATLANTICO;31;1417;DEST;4/1/2026;26;263;10%;38;3;171;14;12; 0.46 
5,295;GT;02;RUTA EL ATLANTICO;31;1417;DILYTE;9/1/2025;61;225;27%;113;15;579;21;28; 0.46 
5,296;GT;02;RUTA EL ATLANTICO;31;1417;DILYTE;10/1/2025;24;225;11%;31;4;160;11;15; 0.63 
5,297;GT;02;RUTA EL ATLANTICO;31;1417;DILYTE;11/1/2025;46;234;20%;51;7;276;10;28; 0.61 
5,298;GT;02;RUTA EL ATLANTICO;31;1417;DILYTE;12/1/2025;26;236;11%;29;4;157;10;16; 0.62 
5,299;GT;02;RUTA EL ATLANTICO;31;1417;DILYTE;1/1/2026;19;240;8%;23;3;126;14;9; 0.47 
5,300;GT;02;RUTA EL ATLANTICO;31;1417;DILYTE;2/1/2026;51;241;21%;51;7;271;14;19; 0.37 
5,301;GT;02;RUTA EL ATLANTICO;31;1417;DILYTE;3/1/2026;44;255;17%;57;7;308;18;17; 0.39 
5,302;GT;02;RUTA EL ATLANTICO;31;1417;DILYTE;4/1/2026;28;263;11%;47;6;250;19;13; 0.46 
5,315;GT;02;RUTA EL ATLANTICO;31;1417;KR;1/1/2025;10;200;5%;19;2;44;9;5; 0.50 
5,316;GT;02;RUTA EL ATLANTICO;31;1417;KR;2/1/2025;11;200;6%;19;2;44;11;4; 0.36 
5,317;GT;02;RUTA EL ATLANTICO;31;1417;KR;3/1/2025;6;204;3%;17;2;39;10;4; 0.67 
5,318;GT;02;RUTA EL ATLANTICO;31;1417;KR;4/1/2025;8;205;4%;15;2;35;12;3; 0.38 
5,319;GT;02;RUTA EL ATLANTICO;31;1417;KR;5/1/2025;2;206;1%;2;0;5;5;1; 0.50 
5,320;GT;02;RUTA EL ATLANTICO;31;1417;KR;6/1/2025;2;206;1%;2;0;5;;; -   
5,321;GT;02;RUTA EL ATLANTICO;31;1417;KR;7/1/2025;1;210;0%;1;0;2;;; -   
5,322;GT;02;RUTA EL ATLANTICO;31;1417;KR;9/1/2025;3;225;1%;3;0;7;7;1; 0.33 
5,335;GT;02;RUTA EL ATLANTICO;31;1417;PULP;1/1/2025;97;200;49%;680;66;1,796;20;92; 0.95 
5,336;GT;02;RUTA EL ATLANTICO;31;1417;PULP;2/1/2025;80;200;40%;440;42;1,207;17;73; 0.91 
5,337;GT;02;RUTA EL ATLANTICO;31;1417;PULP;3/1/2025;69;204;34%;240;22;654;19;34; 0.49 
5,338;GT;02;RUTA EL ATLANTICO;31;1417;PULP;4/1/2025;94;205;46%;358;26;641;10;65; 0.69 
5,339;GT;02;RUTA EL ATLANTICO;31;1417;PULP;5/1/2025;105;206;51%;850;72;1,980;20;97; 0.92 
5,340;GT;02;RUTA EL ATLANTICO;31;1417;PULP;6/1/2025;95;206;46%;721;60;1,598;25;64; 0.67 
5,341;GT;02;RUTA EL ATLANTICO;31;1417;PULP;7/1/2025;119;210;57%;1,096;93;2,432;21;114; 0.96 
5,342;GT;02;RUTA EL ATLANTICO;31;1417;PULP;8/1/2025;104;215;48%;1,021;88;2,368;28;84; 0.81 
5,343;GT;02;RUTA EL ATLANTICO;31;1417;PULP;9/1/2025;96;225;43%;753;68;1,865;21;90; 0.94 
5,344;GT;02;RUTA EL ATLANTICO;31;1417;PULP;10/1/2025;108;225;48%;940;82;2,159;23;95; 0.88 
5,345;GT;02;RUTA EL ATLANTICO;31;1417;PULP;11/1/2025;107;234;46%;737;63;1,603;17;92; 0.86 
5,346;GT;02;RUTA EL ATLANTICO;31;1417;PULP;12/1/2025;131;236;56%;753;63;1,726;16;106; 0.81 
5,347;GT;02;RUTA EL ATLANTICO;31;1417;PULP;1/1/2026;124;240;52%;929;79;2,111;19;109; 0.88 
5,348;GT;02;RUTA EL ATLANTICO;31;1417;PULP;2/1/2026;152;241;63%;1,078;96;2,603;19;140; 0.92 
5,349;GT;02;RUTA EL ATLANTICO;31;1417;PULP;3/1/2026;157;255;62%;1,287;108;2,803;22;130; 0.83 
5,350;GT;02;RUTA EL ATLANTICO;31;1417;PULP;4/1/2026;133;263;51%;860;73;1,947;22;90; 0.68 
5,363;GT;02;RUTA EL ATLANTICO;31;1417;SPORADE;1/1/2025;153;200;77%;963;200;4,481;24;187; 1.22 
5,364;GT;02;RUTA EL ATLANTICO;31;1417;SPORADE;2/1/2025;165;200;83%;1,304;266;5,760;28;206; 1.25 
5,365;GT;02;RUTA EL ATLANTICO;31;1417;SPORADE;3/1/2025;159;204;78%;1,261;262;5,857;30;198; 1.25 
5,366;GT;02;RUTA EL ATLANTICO;31;1417;SPORADE;4/1/2025;172;205;84%;1,636;337;7,413;33;223; 1.30 
5,367;GT;02;RUTA EL ATLANTICO;31;1417;SPORADE;5/1/2025;162;206;79%;1,740;343;7,659;31;251; 1.55 
5,368;GT;02;RUTA EL ATLANTICO;31;1417;SPORADE;6/1/2025;151;206;73%;1,220;245;5,527;27;203; 1.34 
5,369;GT;02;RUTA EL ATLANTICO;31;1417;SPORADE;7/1/2025;175;210;83%;1,563;314;7,147;30;238; 1.36 
5,370;GT;02;RUTA EL ATLANTICO;31;1417;SPORADE;8/1/2025;171;215;80%;1,808;368;8,359;30;280; 1.64 
5,371;GT;02;RUTA EL ATLANTICO;31;1417;SPORADE;9/1/2025;175;225;78%;1,686;350;7,869;37;215; 1.23 
5,372;GT;02;RUTA EL ATLANTICO;31;1417;SPORADE;10/1/2025;175;225;78%;1,777;359;7,718;38;201; 1.15 
5,373;GT;02;RUTA EL ATLANTICO;31;1417;SPORADE;11/1/2025;168;234;72%;1,212;254;5,428;33;163; 0.97 
5,374;GT;02;RUTA EL ATLANTICO;31;1417;SPORADE;12/1/2025;175;236;74%;1,074;225;5,112;29;175; 1.00 
5,375;GT;02;RUTA EL ATLANTICO;31;1417;SPORADE;1/1/2026;167;240;70%;1,236;254;5,651;36;158; 0.95 
5,376;GT;02;RUTA EL ATLANTICO;31;1417;SPORADE;2/1/2026;185;241;77%;1,287;263;5,877;35;166; 0.90 
5,377;GT;02;RUTA EL ATLANTICO;31;1417;SPORADE;3/1/2026;201;255;79%;1,689;349;7,500;37;202; 1.00 
5,378;GT;02;RUTA EL ATLANTICO;31;1417;SPORADE;4/1/2026;171;263;65%;1,175;245;5,418;42;130; 0.76 
5,379;GT;02;RUTA EL ATLANTICO;31;1417;VIDA;5/1/2025;62;206;30%;64;26;258;12;22; 0.35 
5,380;GT;02;RUTA EL ATLANTICO;31;1417;VIDA;6/1/2025;48;206;23%;58;23;245;9;28; 0.58 
5,381;GT;02;RUTA EL ATLANTICO;31;1417;VIDA;7/1/2025;13;210;6%;23;9;104;26;4; 0.31 
5,382;GT;02;RUTA EL ATLANTICO;31;1417;VIDA;8/1/2025;10;215;5%;22;9;103;21;5; 0.50 
5,383;GT;02;RUTA EL ATLANTICO;31;1417;VIDA;9/1/2025;8;225;4%;17;7;77;26;3; 0.38 
5,384;GT;02;RUTA EL ATLANTICO;31;1417;VIDA;10/1/2025;5;225;2%;13;5;58;19;3; 0.60 
5,385;GT;02;RUTA EL ATLANTICO;31;1417;VIDA;11/1/2025;7;234;3%;11;4;49;49;1; 0.14 
5,386;GT;02;RUTA EL ATLANTICO;31;1417;VIDA;12/1/2025;5;236;2%;7;3;33;;; -   
5,399;GT;02;RUTA EL ATLANTICO;31;1417;VOLT;1/1/2025;105;200;53%;346;45;1,100;15;74; 0.70 
5,400;GT;02;RUTA EL ATLANTICO;31;1417;VOLT;2/1/2025;99;200;50%;365;46;1,180;17;68; 0.69 
5,401;GT;02;RUTA EL ATLANTICO;31;1417;VOLT;3/1/2025;103;204;50%;307;40;1,043;15;70; 0.68 
5,402;GT;02;RUTA EL ATLANTICO;31;1417;VOLT;4/1/2025;94;205;46%;249;36;900;16;57; 0.61 
5,403;GT;02;RUTA EL ATLANTICO;31;1417;VOLT;5/1/2025;92;206;45%;273;39;955;18;54; 0.59 
5,404;GT;02;RUTA EL ATLANTICO;31;1417;VOLT;6/1/2025;94;206;46%;275;40;917;13;68; 0.72 
5,405;GT;02;RUTA EL ATLANTICO;31;1417;VOLT;7/1/2025;87;210;41%;261;38;946;19;51; 0.59 
5,406;GT;02;RUTA EL ATLANTICO;31;1417;VOLT;8/1/2025;94;215;44%;313;44;1,111;16;69; 0.73 
5,407;GT;02;RUTA EL ATLANTICO;31;1417;VOLT;9/1/2025;79;225;35%;191;28;712;18;39; 0.49 
5,408;GT;02;RUTA EL ATLANTICO;31;1417;VOLT;10/1/2025;93;225;41%;281;41;1,007;15;68; 0.73 
5,409;GT;02;RUTA EL ATLANTICO;31;1417;VOLT;11/1/2025;75;234;32%;140;20;519;15;35; 0.47 
5,410;GT;02;RUTA EL ATLANTICO;31;1417;VOLT;12/1/2025;84;236;36%;129;17;332;9;37; 0.44 
5,411;GT;02;RUTA EL ATLANTICO;31;1417;VOLT;1/1/2026;54;240;23%;86;12;326;12;28; 0.52 
5,412;GT;02;RUTA EL ATLANTICO;31;1417;VOLT;2/1/2026;54;241;22%;107;13;373;16;24; 0.44 
5,413;GT;02;RUTA EL ATLANTICO;31;1417;VOLT;3/1/2026;102;255;40%;323;28;959;15;64; 0.63 
5,414;GT;02;RUTA EL ATLANTICO;31;1417;VOLT;4/1/2026;60;263;23%;135;14;436;16;28; 0.47 
5,415;GT;02;RUTA EL ATLANTICO;31;1417;VOLT GO;9/1/2025;12;225;5%;16;3;65;22;3; 0.25 
5,416;GT;02;RUTA EL ATLANTICO;31;1417;VOLT GO;10/1/2025;4;225;2%;4;1;16;8;2; 0.50 
5,417;GT;02;RUTA EL ATLANTICO;31;1417;VOLT GO;11/1/2025;22;234;9%;28;4;100;10;10; 0.45 
5,418;GT;02;RUTA EL ATLANTICO;31;1417;VOLT GO;12/1/2025;53;236;22%;116;17;399;12;32; 0.60 
5,419;GT;02;RUTA EL ATLANTICO;31;1417;VOLT GO;1/1/2026;58;240;24%;154;22;517;13;40; 0.69 
5,420;GT;02;RUTA EL ATLANTICO;31;1417;VOLT GO;2/1/2026;54;241;22%;124;18;414;26;16; 0.30 
5,421;GT;02;RUTA EL ATLANTICO;31;1417;VOLT GO;3/1/2026;61;255;24%;159;23;528;20;27; 0.44 
5,422;GT;02;RUTA EL ATLANTICO;31;1417;VOLT GO;4/1/2026;48;263;18%;97;14;330;15;22; 0.46 
5,435;GT;02;RUTA EL ATLANTICO;33;1418;BIG;1/1/2025;165;206;80%;1,222;458;6,101;26;235; 1.42 
5,436;GT;02;RUTA EL ATLANTICO;33;1418;BIG;2/1/2025;148;209;71%;909;344;4,538;28;165; 1.11 
5,437;GT;02;RUTA EL ATLANTICO;33;1418;BIG;3/1/2025;162;216;75%;1,118;412;5,546;27;208; 1.28 
5,438;GT;02;RUTA EL ATLANTICO;33;1418;BIG;4/1/2025;158;218;72%;1,266;475;6,286;28;225; 1.42 
5,439;GT;02;RUTA EL ATLANTICO;33;1418;BIG;5/1/2025;166;223;74%;1,311;494;6,514;30;220; 1.33 
5,440;GT;02;RUTA EL ATLANTICO;33;1418;BIG;6/1/2025;163;225;72%;1,255;465;6,232;27;227; 1.39 
5,441;GT;02;RUTA EL ATLANTICO;33;1418;BIG;7/1/2025;161;231;70%;1,301;492;6,523;29;223; 1.39 
5,442;GT;02;RUTA EL ATLANTICO;33;1418;BIG;8/1/2025;169;242;70%;1,303;487;6,419;33;193; 1.14 
5,443;GT;02;RUTA EL ATLANTICO;33;1418;BIG;9/1/2025;157;250;63%;1,028;388;5,207;26;199; 1.27 
5,444;GT;02;RUTA EL ATLANTICO;33;1418;BIG;10/1/2025;180;250;72%;1,171;438;5,836;26;227; 1.26 
5,445;GT;02;RUTA EL ATLANTICO;33;1418;BIG;11/1/2025;163;252;65%;1,085;405;5,474;27;200; 1.23 
5,446;GT;02;RUTA EL ATLANTICO;33;1418;BIG;12/1/2025;167;255;65%;1,155;434;5,815;30;191; 1.14 
5,447;GT;02;RUTA EL ATLANTICO;33;1418;BIG;1/1/2026;170;262;65%;1,006;386;5,103;25;203; 1.19 
5,448;GT;02;RUTA EL ATLANTICO;33;1418;BIG;2/1/2026;164;266;62%;867;334;4,420;22;199; 1.21 
5,449;GT;02;RUTA EL ATLANTICO;33;1418;BIG;3/1/2026;164;270;61%;1,187;458;5,985;31;194; 1.18 
5,450;GT;02;RUTA EL ATLANTICO;33;1418;BIG;4/1/2026;163;276;59%;917;357;4,635;27;171; 1.05 
5,463;GT;02;RUTA EL ATLANTICO;33;1418;BIO ALOE;1/1/2025;22;206;11%;65;5;204;25;8; 0.36 
5,464;GT;02;RUTA EL ATLANTICO;33;1418;BIO ALOE;2/1/2025;17;209;8%;36;3;110;11;10; 0.59 
5,465;GT;02;RUTA EL ATLANTICO;33;1418;BIO ALOE;3/1/2025;20;216;9%;63;5;205;14;15; 0.75 
5,466;GT;02;RUTA EL ATLANTICO;33;1418;BIO ALOE;4/1/2025;19;218;9%;60;5;191;17;11; 0.58 
5,467;GT;02;RUTA EL ATLANTICO;33;1418;BIO ALOE;5/1/2025;21;223;9%;68;5;218;18;12; 0.57 
5,468;GT;02;RUTA EL ATLANTICO;33;1418;BIO ALOE;6/1/2025;4;225;2%;5;0;15;;; -   
5,469;GT;02;RUTA EL ATLANTICO;33;1418;BIO ALOE;8/1/2025;2;242;1%;3;0;9;;; -   
5,470;GT;02;RUTA EL ATLANTICO;33;1418;BIO ALOE;9/1/2025;18;250;7%;42;3;140;16;9; 0.50 
5,471;GT;02;RUTA EL ATLANTICO;33;1418;BIO ALOE;10/1/2025;8;250;3%;19;2;68;23;3; 0.38 
5,472;GT;02;RUTA EL ATLANTICO;33;1418;BIO ALOE;11/1/2025;9;252;4%;26;2;89;30;3; 0.33 
5,473;GT;02;RUTA EL ATLANTICO;33;1418;BIO ALOE;12/1/2025;8;255;3%;35;3;114;13;9; 1.13 
5,474;GT;02;RUTA EL ATLANTICO;33;1418;BIO ALOE;1/1/2026;14;262;5%;31;3;103;21;5; 0.36 
5,475;GT;02;RUTA EL ATLANTICO;33;1418;BIO ALOE;2/1/2026;10;266;4%;22;2;70;17;4; 0.40 
5,476;GT;02;RUTA EL ATLANTICO;33;1418;BIO ALOE;3/1/2026;11;270;4%;20;2;57;9;6; 0.55 
5,477;GT;02;RUTA EL ATLANTICO;33;1418;BIO ALOE;4/1/2026;7;276;3%;14;1;43;22;2; 0.29 
5,483;GT;02;RUTA EL ATLANTICO;33;1418;BIO AMAYU;2/1/2025;2;209;1%;4;0;28;28;1; 0.50 
5,484;GT;02;RUTA EL ATLANTICO;33;1418;BIO AMAYU;3/1/2025;2;216;1%;4;0;28;28;1; 0.50 
5,485;GT;02;RUTA EL ATLANTICO;33;1418;BIO AMAYU;4/1/2025;3;218;1%;6;0;42;42;1; 0.33 
5,486;GT;02;RUTA EL ATLANTICO;33;1418;BIO AMAYU;6/1/2025;1;225;0%;1;0;7;;; -   
5,487;GT;02;RUTA EL ATLANTICO;33;1418;BIO AMAYU;7/1/2025;1;231;0%;3;0;21;;; -   
5,488;GT;02;RUTA EL ATLANTICO;33;1418;BIO AMAYU;8/1/2025;1;242;0%;2;0;14;14;1; 1.00 
5,489;GT;02;RUTA EL ATLANTICO;33;1418;BIO AMAYU;9/1/2025;2;250;1%;3;0;21;21;1; 0.50 
5,490;GT;02;RUTA EL ATLANTICO;33;1418;BIO AMAYU;11/1/2025;2;252;1%;2;0;14;;; -   
5,491;GT;02;RUTA EL ATLANTICO;33;1418;BIO AMAYU;1/1/2026;1;262;0%;1;0;7;7;1; 1.00 
5,492;GT;02;RUTA EL ATLANTICO;33;1418;BIO AMAYU;2/1/2026;1;266;0%;1;0;7;;; -   
5,505;GT;02;RUTA EL ATLANTICO;33;1418;CIELO;1/1/2025;213;206;103%;4,227;1,396;13,040;33;401; 1.88 
5,506;GT;02;RUTA EL ATLANTICO;33;1418;CIELO;2/1/2025;215;209;103%;3,224;1,162;10,657;29;371; 1.73 
5,507;GT;02;RUTA EL ATLANTICO;33;1418;CIELO;3/1/2025;230;216;106%;4,273;1,631;14,987;33;452; 1.97 
5,508;GT;02;RUTA EL ATLANTICO;33;1418;CIELO;4/1/2025;210;218;96%;3,816;1,469;13,266;30;447; 2.13 
5,509;GT;02;RUTA EL ATLANTICO;33;1418;CIELO;5/1/2025;215;223;96%;5,113;1,932;17,931;33;539; 2.51 
5,510;GT;02;RUTA EL ATLANTICO;33;1418;CIELO;6/1/2025;212;225;94%;4,340;1,659;14,916;31;484; 2.28 
5,511;GT;02;RUTA EL ATLANTICO;33;1418;CIELO;7/1/2025;223;231;97%;4,173;1,628;14,674;27;538; 2.41 
5,512;GT;02;RUTA EL ATLANTICO;33;1418;CIELO;8/1/2025;231;242;95%;4,566;1,735;15,645;27;589; 2.55 
5,513;GT;02;RUTA EL ATLANTICO;33;1418;CIELO;9/1/2025;228;250;91%;3,648;1,416;12,413;28;449; 1.97 
5,514;GT;02;RUTA EL ATLANTICO;33;1418;CIELO;10/1/2025;241;250;96%;4,656;1,753;15,536;26;605; 2.51 
5,515;GT;02;RUTA EL ATLANTICO;33;1418;CIELO;11/1/2025;231;252;92%;3,659;1,375;11,640;26;447; 1.94 
5,516;GT;02;RUTA EL ATLANTICO;33;1418;CIELO;12/1/2025;242;255;95%;3,929;1,510;13,587;24;572; 2.36 
5,517;GT;02;RUTA EL ATLANTICO;33;1418;CIELO;1/1/2026;243;262;93%;3,366;1,299;11,666;22;534; 2.20 
5,518;GT;02;RUTA EL ATLANTICO;33;1418;CIELO;2/1/2026;242;266;91%;3,227;1,209;11,219;22;516; 2.13 
5,519;GT;02;RUTA EL ATLANTICO;33;1418;CIELO;3/1/2026;249;270;92%;5,083;1,890;17,268;27;629; 2.53 
5,520;GT;02;RUTA EL ATLANTICO;33;1418;CIELO;4/1/2026;245;276;89%;3,789;1,349;12,682;29;444; 1.81 
5,533;GT;02;RUTA EL ATLANTICO;33;1418;CIFRUT;1/1/2025;193;206;94%;1,589;553;6,951;22;310; 1.61 
5,534;GT;02;RUTA EL ATLANTICO;33;1418;CIFRUT;2/1/2025;187;209;89%;1,266;452;5,790;21;273; 1.46 
5,535;GT;02;RUTA EL ATLANTICO;33;1418;CIFRUT;3/1/2025;205;216;95%;1,591;565;7,227;23;315; 1.54 
5,536;GT;02;RUTA EL ATLANTICO;33;1418;CIFRUT;4/1/2025;185;218;85%;1,462;556;6,835;24;279; 1.51 
5,537;GT;02;RUTA EL ATLANTICO;33;1418;CIFRUT;5/1/2025;200;223;90%;1,834;673;8,517;24;356; 1.78 
5,538;GT;02;RUTA EL ATLANTICO;33;1418;CIFRUT;6/1/2025;190;225;84%;1,589;581;7,556;24;309; 1.63 
5,539;GT;02;RUTA EL ATLANTICO;33;1418;CIFRUT;7/1/2025;202;231;87%;2,004;696;8,866;25;350; 1.73 
5,540;GT;02;RUTA EL ATLANTICO;33;1418;CIFRUT;8/1/2025;208;242;86%;2,066;726;9,307;24;389; 1.87 
5,541;GT;02;RUTA EL ATLANTICO;33;1418;CIFRUT;9/1/2025;211;250;84%;1,756;609;7,903;23;339; 1.61 
5,542;GT;02;RUTA EL ATLANTICO;33;1418;CIFRUT;10/1/2025;212;250;85%;1,792;624;7,795;24;319; 1.50 
5,543;GT;02;RUTA EL ATLANTICO;33;1418;CIFRUT;11/1/2025;206;252;82%;1,777;630;7,695;27;290; 1.41 
5,544;GT;02;RUTA EL ATLANTICO;33;1418;CIFRUT;12/1/2025;211;255;83%;1,388;499;6,406;21;298; 1.41 
5,545;GT;02;RUTA EL ATLANTICO;33;1418;CIFRUT;1/1/2026;211;262;81%;1,429;518;6,533;23;280; 1.33 
5,546;GT;02;RUTA EL ATLANTICO;33;1418;CIFRUT;2/1/2026;207;266;78%;1,327;442;5,765;21;271; 1.31 
5,547;GT;02;RUTA EL ATLANTICO;33;1418;CIFRUT;3/1/2026;210;270;78%;1,789;611;7,822;27;294; 1.40 
5,548;GT;02;RUTA EL ATLANTICO;33;1418;CIFRUT;4/1/2026;196;276;71%;1,305;457;5,761;29;200; 1.02 
5,556;GT;02;RUTA EL ATLANTICO;33;1418;COOL TEA;1/1/2025;2;206;1%;3;0;9;9;1; 0.50 
5,557;GT;02;RUTA EL ATLANTICO;33;1418;COOL TEA;2/1/2025;3;209;1%;3;0;9;9;1; 0.33 
5,558;GT;02;RUTA EL ATLANTICO;33;1418;COOL TEA;3/1/2025;2;216;1%;3;0;9;4;2; 1.00 
5,559;GT;02;RUTA EL ATLANTICO;33;1418;COOL TEA;4/1/2025;1;218;0%;2;0;6;;; -   
5,560;GT;02;RUTA EL ATLANTICO;33;1418;COOL TEA;5/1/2025;8;223;4%;7;1;15;7;2; 0.25 
5,561;GT;02;RUTA EL ATLANTICO;33;1418;COOL TEA;6/1/2025;1;225;0%;1;0;3;;; -   
5,562;GT;02;RUTA EL ATLANTICO;33;1418;COOL TEA;7/1/2025;2;231;1%;4;0;12;;; -   
5,563;GT;02;RUTA EL ATLANTICO;33;1418;COOL TEA;1/1/2026;2;262;1%;7;1;20;20;1; 0.50 
5,564;GT;02;RUTA EL ATLANTICO;33;1418;COOL TEA;2/1/2026;2;266;1%;3;0;9;9;1; 0.50 
5,577;GT;02;RUTA EL ATLANTICO;33;1418;D GUSSTO;1/1/2025;48;206;23%;71;2;151;5;30; 0.63 
5,578;GT;02;RUTA EL ATLANTICO;33;1418;D GUSSTO;2/1/2025;30;209;14%;57;3;143;10;15; 0.50 
5,579;GT;02;RUTA EL ATLANTICO;33;1418;D GUSSTO;3/1/2025;42;216;19%;111;2;140;6;22; 0.52 
5,580;GT;02;RUTA EL ATLANTICO;33;1418;D GUSSTO;4/1/2025;63;218;29%;145;2;193;6;31; 0.49 
5,581;GT;02;RUTA EL ATLANTICO;33;1418;D GUSSTO;5/1/2025;49;223;22%;127;3;194;9;22; 0.45 
5,582;GT;02;RUTA EL ATLANTICO;33;1418;D GUSSTO;6/1/2025;28;225;12%;68;2;106;10;11; 0.39 
